MUSTERI_ARIZA	ALTYAPI	SANTRAL_MESAFESI	ATTENUATION_DOWN	NOISE_MARGIN_UP	HIZMET_KALITESI
0	1	620	16	15	0,988
0	1	499	18	10	1
0	1	920	18	20	1
0	2	291	3	32	1
0	1	425	13	13	1
0	2	668	8	18	1
0	2	267	7	22	1
0	2	1117	21	19	0,75
0	1	991	15	21	0,875
0	2	332	15	13	0,625
0	2	528	11	11	0,885
0	1	1122	18	18	1
0	2	357	10	13	1
0	2	573	17	5	0,999
0	1	648	16	20	0,75
0	1	777	17	13	1
0	1	920	17	11	0,733
0	1	261	11	20	1
0	2	659	19	8	0,657
0	2	245	11	22	1
0	2	394	11	11	1
0	1	405	8	8	0,203
0	1	870	18	17	0,82
0	2	441	9	9	1
0	2	146	8	16	0,9
0	2	564	16	27	0,7
0	1	340	16	13	1
0	2	137	5	23	1
0	2	372	16	8	1
0	1	910	23	10	1
0	1	666	18	11	1
0	1	930	23	18	0,878
0	1	568	20	13	1
0	2	99	10	30	1
0	2	55	14	12	1
0	2	362	12	22	1
0	2	420	13	12	1
0	2	173	4	30	1
0	1	873	21	17	0,75
0	2	191	8	14	1
0	2	1232	9	9	1
0	1	1173	22	13	0,946
0	2	211	17	8	0,742
0	2	241	13	13	1
0	2	191	3	10	1
0	1	763	17	20	0,75
0	2	208	3	13	1
0	2	241	7	11	1
0	2	606	11	16	1
0	2	367	13	23	0,999
0	1	930	22	16	0,797
0	1	981	20	8	0,442
0	1	484	20	12	1
1	1	1160	21	17	0,5
0	3	5	4	31	1
0	2	83	4	30	1
0	2	214	16	12	1
0	1	1442	27	14	1
0	2	307	11	17	1
0	2	573	9	18	0,75
0	1	709	21	8	0,75
0	2	623	13	18	0,884
0	1	1068	20	11	0,834
0	2	327	9	7	1
0	2	362	12	21	0,999
0	1	451	24	24	1
0	1	648	20	8	1
0	1	131	7	16	1
0	1	556	12	13	1
0	2	191	7	18	1
0	1	820	17	10	0,858
0	1	1076	19	11	0,61
0	2	340	9	8	0,899
0	1	1335	23	11	0,79
0	1	1261	26	12	1
0	2	498	13	14	1
0	1	920	19	12	0,872
0	2	147	7	21	0,999
0	1	949	18	19	0,75
0	1	605	17	12	1
0	2	323	11	15	1
0	1	941	20	14	0,935
0	2	602	17	10	1
0	1	511	17	15	1
0	1	1068	34	8	0,415
0	1	662	22	8	1
0	2	240	9	18	1
0	2	909	24	16	1
1	2	189	3	31	1
1	2	561	9	11	1
0	2	410	12	9	0,859
0	2	326	11	13	0,999
0	2	499	5	17	0,615
0	1	848	16	12	0,798
0	2	142	11	24	1
0	2	394	19	7	1
0	3	35	4	12	1
0	2	641	17	6	1
0	1	909	18	9	0,936
0	1	392	21	19	1
0	3	3	1	14	1
0	2	1000	19	25	0,875
0	1	792	14	20	0,875
0	2	1013	19	15	0,926
0	1	920	15	17	0,189
0	1	257	16	11	1
0	1	204	5	9	1
0	1	798	23	9	0,249
0	2	589	16	8	1
1	2	704	25	6	0,461
0	1	977	20	13	0,913
0	1	1452	30	10	0,543
0	1	944	17	14	0,794
0	1	779	16	19	1
0	1	812	17	17	0,75
0	2	386	13	15	0,999
0	2	245	11	20	1
0	2	276	15	9	1
0	2	396	11	20	1
0	1	998	30	14	1
0	1	648	21	8	0,673
0	1	687	21	8	0,445
0	2	258	13	8	0,291
0	1	363	9	13	0,496
0	1	519	15	8	0,402
0	1	844	22	13	0,666
0	1	1009	19	12	0,829
0	1	1018	21	20	0,989
0	2	1341	1	12	1
0	3	47	2	12	0,8
0	2	50	10	22	1
0	1	637	21	8	1
0	1	1316	25	19	0,625
0	1	1076	23	20	0,75
0	1	841	17	17	0,75
0	1	1173	19	13	0,88
0	1	593	16	10	1
0	1	827	17	20	0,875
0	1	1068	22	21	0,8
0	2	549	17	8	0,999
0	1	1100	24	20	0,5
0	2	521	18	21	1
0	1	1093	22	18	0,862
0	3	2	8	9	1
0	2	663	11	8	0,999
0	2	297	12	26	1
0	2	227	9	15	1
0	1	313	10	11	1
0	2	326	9	24	1
0	2	113	6	11	1
1	3	34	1	31	0,999
0	2	70	11	14	1
0	1	1247	21	9	0,737
0	1	1042	20	12	1
0	2	511	15	12	1
0	2	122	4	17	1
0	3	10	2	22	1
0	2	575	15	10	0,71
0	2	406	12	19	1
0	2	607	15	21	0,99
0	3	7	2	31	1
0	1	929	34	8	0,644
0	2	710	14	20	0,75
0	2	39	21	8	0,698
0	1	1327	22	14	0,728
0	1	683	21	10	1
0	2	261	3	14	1
0	1	1029	20	18	0,75
0	2	162	11	18	1
0	2	781	15	13	1
0	2	720	18	12	0,999
0	2	574	14	19	0,743
0	1	1138	17	13	0,862
0	2	253	7	16	1
0	2	628	20	15	0,73
0	2	273	10	11	1
0	1	511	12	21	1
0	2	276	4	27	1
0	1	880	21	12	1
1	1	4480	34	8	0,026
0	2	663	18	8	0,937
0	1	860	19	18	0,625
0	1	980	21	11	0,826
0	1	924	21	18	0,75
0	1	982	17	12	1
0	1	1018	19	12	1
0	2	556	22	8	0,999
0	2	664	18	8	0,818
0	2	205	8	15	1
0	1	785	17	21	0,875
1	1	853	15	14	0,854
0	1	1120	23	14	0,891
0	2	198	1	15	1
0	1	787	35	7	0,5
1	1	1080	18	2	1
0	1	951	17	8	0,95
1	2	79	11	17	1
0	1	640	20	14	1
0	2	476	14	17	1
0	1	1362	25	12	0,611
0	2	855	16	28	0,5
0	1	364	17	19	0,999
0	1	874	17	20	1
0	2	120	5	29	1
0	3	3	3	31	1
0	2	441	15	9	0,662
0	2	1162	6	9	1
0	1	264	14	19	1
1	2	98	15	11	1
0	1	703	17	20	0,875
0	1	358	11	15	1
0	3	5	5	8	0,668
0	2	178	14	10	0,722
0	1	1015	20	12	0,755
0	2	146	7	21	1
0	2	307	8	30	1
0	1	859	20	19	1
0	2	58	5	28	1
0	1	1173	18	12	0,983
0	2	155	2	28	1
0	1	1185	24	11	1
0	2	395	8	14	1
0	1	587	13	18	0,834
0	2	160	35	15	0,482
0	1	808	18	8	0,816
1	1	200	6	21	1
0	1	497	18	19	1
0	2	146	6	17	0,902
0	2	396	10	15	0,857
0	1	910	23	9	0,973
0	2	400	8	16	1
0	1	710	15	20	0,875
0	1	304	5	13	1
0	2	234	16	11	1
0	2	696	12	20	1
0	1	818	16	14	1
0	2	116	3	27	1
0	2	350	19	8	1
0	3	3	2	33	1
0	3	26	2	31	1
0	1	861	16	20	0,75
0	2	294	8	20	1
0	3	2	5	26	1
0	2	50	18	8	0,289
0	1	1038	20	12	0,923
0	1	997	17	13	0,867
0	1	1456	25	9	1
0	3	5	4	13	1
0	3	2	13	21	0,525
0	2	449	8	26	0,712
0	2	200	11	16	1
0	1	613	14	14	1
0	2	1372	34	8	0,921
0	2	169	25	18	0,612
0	3	7	2	27	1
0	2	377	9	8	0,429
0	1	1034	19	19	0,833
0	2	525	34	10	0,469
0	1	1122	21	17	0,744
0	1	954	21	7	0,5
0	1	857	25	8	0,178
0	2	400	4	15	1
0	1	708	37	8	0,863
0	2	349	13	7	1
0	2	125	10	30	0,999
0	1	1225	22	19	0,699
0	1	553	16	16	1
0	1	1220	23	18	1
0	2	263	10	8	1
0	2	205	9	25	1
1	1	3293	31	6	0,82
0	2	85	3	21	1
0	1	408	10	14	1
0	1	985	20	19	0,75
0	2	126	10	8	1
0	1	556	20	15	1
0	1	929	26	15	1
0	1	955	22	8	0,638
0	2	335	8	22	1
0	2	85	11	8	1
0	1	1159	34	19	0,75
0	1	594	26	9	0,5
0	2	430	14	13	1
0	1	1459	27	18	0,833
0	1	1045	19	8	0,686
0	2	239	13	12	0,922
0	2	735	18	16	1
0	2	234	5	28	1
0	2	626	11	33	0,903
0	1	594	20	8	1
0	2	147	8	21	1
0	2	504	9	12	0,796
0	1	1107	24	12	1
0	2	116	11	18	1
0	2	126	5	10	1
0	1	525	19	10	0,743
0	2	668	22	12	0,77
0	3	45	7	28	1
0	1	621	19	16	0,287
0	3	6	1	20	1
0	1	1173	24	5	1
0	1	847	25	1	0,359
1	2	579	15	14	1
0	2	142	3	19	1
0	2	140	15	23	1
0	2	190	5	15	1
0	3	7	0	32	1
0	2	307	10	10	0,858
0	1	983	16	15	0,75
0	3	5	4	34	0,9
0	3	5	6	26	1
0	1	666	21	20	0,75
0	1	963	18	19	0,625
0	2	580	18	14	1
0	1	430	14	9	0,95
0	1	778	21	18	0,847
0	2	430	19	8	0,999
0	1	1068	24	19	0,924
0	1	224	12	26	1
0	1	819	16	20	0,75
0	2	282	10	25	1
0	2	309	3	12	1
0	1	578	17	9	1
0	2	245	11	19	1
0	2	335	10	25	1
0	2	146	6	26	1
0	1	1338	24	4	0,62
0	2	154	15	10	0,811
0	2	137	33	7	1
0	2	297	13	31	0,999
0	2	340	9	13	1
0	2	141	6	9	1
0	1	282	6	19	0,75
0	1	1176	25	15	0,49
0	2	98	13	14	1
0	2	875	19	20	0,812
0	1	392	12	12	0,956
0	2	101	0	15	1
0	2	381	7	29	1
0	2	709	18	8	0,75
0	2	108	17	15	1
0	2	863	15	25	0,625
0	2	428	12	16	1
0	1	1337	24	18	0,97
0	1	573	17	12	0,987
0	2	59	2	30	0,977
0	2	385	13	21	1
0	3	5	3	31	1
0	2	290	6	11	1
0	2	163	6	31	0,999
0	1	1124	20	13	1
0	1	700	18	19	1
0	1	1173	21	8	0,827
0	1	936	15	18	1
0	2	169	16	8	0,273
0	1	697	20	17	1
0	2	307	10	25	1
0	1	1173	19	19	0,75
0	1	778	20	13	0,952
0	1	633	15	10	1
0	1	944	20	11	1
0	2	245	7	27	0,956
0	2	195	5	25	1
0	2	179	8	29	1
0	1	425	17	20	1
0	2	87	5	19	1
0	3	10	8	28	1
0	2	465	11	8	1
0	1	1172	20	11	1
0	3	45	4	28	1
0	1	792	17	13	1
0	1	497	18	13	0,999
0	2	168	6	15	0,472
1	1	1133	20	12	0,574
0	2	70	7	13	0,87
1	2	680	5	10	1
1	2	128	17	10	0,778
0	1	620	13	11	0,976
0	1	680	21	8	1
0	1	1094	20	19	1
0	2	126	11	19	1
0	1	295	3	14	1
0	1	585	15	8	0,957
0	2	25	20	8	0,907
0	2	288	4	12	0,989
0	2	128	4	22	1
0	1	1077	20	13	0,749
0	2	435	14	20	1
0	1	982	19	19	0,826
0	1	659	17	13	0,575
0	1	871	13	11	0,798
0	1	1144	20	9	1
0	2	30	27	7	1
0	1	773	13	6	1
0	3	5	2	31	1
0	1	499	16	19	1
0	1	232	13	20	1
0	1	503	12	15	0,457
0	1	915	21	20	0,979
0	2	160	6	17	1
0	3	7	19	7	1
1	1	1320	20	11	0,575
0	1	621	15	13	1
0	3	3	2	31	1
0	1	479	6	15	0,655
0	2	480	9	18	0,862
0	2	807	17	17	0,551
0	2	256	7	21	1
0	1	1086	23	11	0,761
0	1	499	14	15	1
0	2	781	15	21	1
1	2	147	2	30	1
0	2	751	13	14	1
0	2	346	8	27	1
1	1	1573	24	11	1
0	2	251	0	21	1
0	2	184	14	15	1
0	2	1058	4	11	0,819
0	2	126	0	18	1
0	1	877	17	20	0,75
0	1	1138	20	9	1
0	1	425	12	20	1
0	2	156	6	20	1
0	2	289	3	15	1
0	1	1063	20	12	1
0	1	779	14	18	0,821
0	1	513	19	14	1
1	2	757	16	12	0,973
0	2	58	3	28	1
0	2	523	5	13	0,876
0	2	143	7	13	1
0	1	998	19	12	1
1	3	483	12	31	1
0	1	1195	21	11	1
0	2	430	15	16	1
0	2	439	4	19	0,75
0	1	605	21	8	0,65
0	2	185	6	21	0,964
0	1	1462	28	21	0,875
0	2	150	9	16	1
0	2	274	13	21	0,5
0	2	327	13	9	1
0	2	390	2	18	0,56
1	1	5693	36	9	0,204
0	1	944	16	14	0,774
0	1	437	16	13	0,748
0	2	300	22	28	1
0	1	1065	23	10	0,949
0	2	733	17	12	1
0	2	606	15	9	1
0	1	920	16	12	0,906
0	1	481	9	18	0,828
0	1	1110	23	20	0,75
1	2	71	14	15	1
0	2	313	12	15	1
0	1	364	11	24	0,458
0	1	1020	19	8	0,837
0	1	543	12	14	1
0	2	247	12	13	1
0	1	758	17	21	0,875
0	2	265	19	7	0,48
0	1	990	19	11	0,891
0	1	1261	28	12	0,751
0	1	778	19	19	0,625
0	1	690	21	13	0,999
0	1	812	18	17	0,875
1	1	2600	30	16	0,883
0	1	373	7	11	0,879
0	1	941	27	10	0,515
0	2	808	18	17	1
0	1	1002	19	11	1
0	1	471	12	10	1
0	1	906	17	13	0,862
1	1	1080	20	13	1
0	2	433	13	13	1
0	1	1284	30	17	1
0	2	805	25	28	1
0	2	265	18	13	0,5
0	3	10	2	31	1
1	2	81	9	21	1
0	1	469	12	19	0,75
0	1	300	10	13	1
0	2	85	13	18	1
0	2	70	11	25	1
0	1	847	15	11	0,5
0	2	10	11	20	1
0	1	885	20	18	0,75
0	1	864	21	8	1
0	1	842	16	8	0,791
0	2	449	11	16	1
0	2	258	6	28	1
1	2	738	4	25	0,375
0	2	154	13	7	1
0	1	551	20	20	0,5
0	2	1140	20	21	1
0	1	1030	13	12	0,496
0	2	762	8	10	0,862
0	2	268	14	14	1
0	1	1448	22	12	1
0	3	5	9	24	1
0	2	70	12	28	1
0	1	772	17	20	0,75
0	2	39	34	16	0,25
0	1	1443	26	12	0,905
0	1	642	28	14	1
0	2	349	11	19	1
0	1	881	17	10	0,882
0	2	231	10	9	1
0	1	543	20	11	1
0	2	240	13	10	0,93
0	1	1032	20	14	1
0	2	319	13	16	1
0	2	77	7	35	1
0	1	1179	16	15	0,661
0	3	10	3	34	1
0	1	680	22	9	1
0	1	1280	27	15	0,496
0	1	340	11	14	1
0	2	703	17	1	1
0	2	130	9	18	1
0	2	168	13	8	1
0	2	95	7	12	1
0	2	1188	23	16	0,75
0	2	210	10	23	1
0	1	1091	37	8	0,406
0	1	867	19	8	0,371
1	2	569	21	8	0,718
0	1	864	16	11	0,785
0	2	159	6	20	1
0	1	1282	22	7	1
0	1	938	18	20	0,75
0	1	1132	21	17	1
0	1	864	17	18	0,625
0	1	551	21	8	0,506
0	1	680	14	13	0,956
0	1	1254	25	13	1
0	2	187	13	9	1
0	1	787	16	18	0,625
0	1	437	24	21	1
0	1	912	23	13	0,924
0	2	236	29	8	0,336
0	2	182	8	23	1
0	2	181	8	22	1
0	2	1141	13	13	1
0	1	650	16	18	0,609
1	2	407	17	27	0,743
0	1	1396	23	13	1
0	3	28	2	35	1
0	1	1004	22	12	1
0	1	902	21	13	0,953
0	1	358	18	14	1
0	3	5	6	29	1
0	2	58	5	18	0,755
0	3	5	11	17	0,969
0	2	160	1	8	1
0	2	72	6	30	1
0	2	150	10	14	1
0	1	806	17	14	1
0	3	10	26	12	0,477
0	2	480	13	13	0,614
0	1	1146	21	6	0,75
0	1	649	25	8	0,75
0	3	5	7	31	1
0	3	3	1	31	1
0	2	170	8	13	0,875
0	1	906	21	11	0,847
0	2	185	10	17	1
0	1	1280	25	17	0,731
0	1	994	19	9	0,961
0	2	781	13	12	0,97
0	1	1173	19	18	0,872
0	2	352	16	13	1
0	2	564	13	27	0,915
0	2	247	8	22	1
0	1	1174	23	21	0,625
0	1	810	18	19	1
0	2	430	15	6	0,362
0	2	70	6	35	1
0	3	10	4	25	1
0	1	881	17	19	0,75
0	2	175	8	10	1
0	2	114	6	29	1
0	1	151	7	8	0,5
0	2	441	11	19	1
0	3	24	15	7	0,76
0	1	810	16	17	0,875
0	1	1172	23	17	0,839
0	1	978	23	8	0,999
0	1	808	18	13	1
0	2	126	11	13	0,687
0	2	50	10	20	1
0	3	10	35	28	1
0	2	264	9	5	0,999
0	1	916	24	19	0,986
0	2	266	10	17	1
0	1	777	15	20	0,875
0	2	117	5	26	1
0	2	145	6	22	1
0	2	529	24	8	0,5
0	2	131	5	25	1
0	2	459	19	4	0,803
0	2	738	24	9	0,44
1	1	875	28	20	0,75
0	2	643	16	10	1
0	1	431	16	16	1
0	2	353	12	28	1
0	1	1173	19	19	1
0	1	318	9	20	1
0	3	6	3	8	1
0	2	317	14	9	1
0	1	542	15	13	0,922
0	1	421	18	8	0,908
0	1	1184	23	14	1
0	1	1201	27	19	0,5
0	3	42	7	9	0,689
0	3	4	1	20	1
0	1	1043	26	20	0,893
0	2	235	17	9	0,776
0	1	786	16	12	0,774
0	1	1268	26	12	1
0	2	130	6	26	1
1	2	39	13	14	1
0	1	328	18	15	1
0	1	1111	19	18	0,75
0	2	94	5	30	1
0	2	127	7	29	1
0	1	447	24	8	0,652
0	1	930	22	13	0,906
0	1	947	19	21	0,875
0	2	541	17	17	0,5
0	1	858	16	18	0,815
0	1	640	21	8	0,772
0	1	1034	18	11	0,908
0	2	510	17	12	1
0	1	617	13	8	0,795
0	2	539	14	8	0,763
0	1	1476	31	20	1
0	1	1442	24	16	0,789
0	2	30	3	31	1
0	1	589	20	8	0,744
0	1	878	22	15	1
1	2	645	11	30	1
0	1	1111	20	12	0,845
0	1	520	14	10	1
0	1	1059	24	13	0,712
0	1	1225	19	19	0,833
0	2	85	13	20	0,968
0	2	390	15	8	1
0	2	556	18	24	0,888
0	1	397	16	18	1
0	2	276	15	13	1
0	1	633	21	7	0,606
0	2	124	8	28	1
0	1	1301	28	11	0,753
1	3	42	1	31	1
0	2	220	11	27	1
0	2	168	16	4	1
0	1	1371	26	13	0,621
0	1	342	17	13	1
0	2	755	16	20	0,741
0	1	717	20	8	0,999
0	1	617	29	12	1
0	2	651	17	11	1
0	2	249	10	14	1
0	1	777	16	20	0,927
0	2	270	7	24	1
0	2	209	4	26	1
0	2	254	14	14	1
0	1	637	13	13	1
0	2	288	8	19	1
0	2	652	15	30	1
0	1	526	23	8	0,749
0	2	619	16	7	0,75
0	1	707	33	8	0,655
0	2	39	35	9	0,231
0	1	857	15	8	0,825
0	3	4	22	15	1
0	2	339	11	17	0,915
0	1	763	20	8	0,691
0	1	422	6	12	0,875
0	1	934	19	11	1
0	1	613	5	14	1
0	1	899	20	18	0,825
0	1	684	12	14	1
0	2	212	2	28	0,953
0	1	717	16	19	0,75
0	1	697	12	20	1
0	2	156	6	13	1
0	1	1044	35	16	0,5
0	3	4	2	29	1
0	2	235	11	15	0,9
0	1	1286	24	17	0,75
0	3	10	0	31	1
0	1	1240	22	11	0,862
0	2	245	10	13	1
0	2	430	11	18	1
0	2	332	11	27	1
0	2	972	10	14	1
0	1	870	16	16	0,737
0	2	255	9	8	0,995
0	1	999	18	14	0,915
0	2	1017	19	13	0,931
0	1	587	13	14	1
0	2	136	8	22	1
0	1	1386	23	18	0,75
0	2	757	7	15	1
0	1	918	20	14	0,861
0	2	255	22	13	1
1	1	573	12	18	1
0	2	340	14	12	1
0	3	6	3	31	1
0	2	593	12	15	1
0	1	666	14	20	0,875
1	1	1387	21	19	0,922
0	2	367	12	18	1
0	2	116	8	20	0,864
0	2	220	1	14	1
0	2	267	8	29	1
0	1	929	19	20	0,75
0	2	916	22	13	0,6
0	2	489	16	9	0,999
0	1	1256	23	11	0,885
0	1	976	17	9	0,75
0	1	554	12	21	0,875
0	1	969	28	19	0,75
0	2	400	16	21	1
0	1	302	3	12	0,993
0	3	2	7	25	1
0	1	266	13	19	1
1	3	34	1	32	1
0	2	58	7	19	1
0	1	1198	27	18	0,833
1	1	1640	19	7	0,5
0	2	433	18	8	1
0	2	201	6	27	1
0	2	142	5	27	1
0	2	307	12	1	1
0	1	1192	27	15	0,625
0	1	629	22	17	1
0	2	683	14	13	0,79
0	3	30	7	12	1
0	2	156	33	12	0,317
0	2	238	13	24	1
0	1	1009	19	21	1
0	1	531	11	15	1
0	1	1101	23	16	0,5
0	2	96	7	20	1
1	1	1480	24	15	0,75
0	1	634	15	11	1
0	1	860	19	17	1
0	3	6	4	29	1
0	2	70	12	12	0,999
0	2	278	12	12	1
0	2	828	26	12	0,748
0	1	554	17	10	0,809
0	1	593	15	18	0,99
0	1	1261	29	14	0,798
0	1	520	12	13	1
0	1	328	18	15	1
0	1	1298	21	19	0,625
0	2	100	3	12	1
0	1	485	12	7	1
0	2	540	12	23	0,5
0	2	130	0	19	1
0	2	191	10	8	1
0	1	1369	24	17	0,625
0	2	54	10	21	0,727
0	2	385	9	25	1
0	1	822	15	13	1
0	2	732	18	4	1
0	2	757	13	8	1
0	2	190	8	26	0,999
0	1	1133	23	18	0,75
0	1	503	7	15	1
0	1	258	17	13	0,963
0	2	30	3	21	1
0	1	1064	18	10	1
0	1	373	17	17	1
0	2	269	8	25	1
0	1	255	11	16	1
0	3	10	1	28	1
0	3	5	2	22	1
0	2	729	18	8	1
0	2	183	24	14	0,75
0	2	163	4	28	1
0	1	1298	24	19	0,883
0	2	144	8	27	1
0	1	642	20	8	1
0	2	111	6	22	1
0	2	442	8	19	1
0	2	362	5	16	1
0	1	1164	19	14	1
0	2	465	11	16	1
0	1	958	19	11	0,872
0	2	266	9	26	1
0	2	375	14	14	1
0	1	1280	25	18	0,828
0	1	1165	22	9	0,906
0	2	299	12	8	1
0	1	785	18	13	1
0	1	961	15	16	0,951
0	1	739	11	11	0,859
0	2	193	10	28	1
0	1	154	8	13	1
0	2	158	19	8	0,742
0	2	901	11	23	0,5
0	1	1134	24	14	0,973
0	1	899	22	10	0,669
0	1	920	16	10	0,997
0	1	777	19	19	1
0	1	696	21	8	0,718
0	1	1219	23	8	1
0	1	667	13	13	1
1	2	905	14	8	1
0	2	998	19	20	1
0	1	1242	24	18	1
0	1	1112	38	8	0,387
0	2	375	9	17	1
0	2	1232	13	11	1
0	1	432	28	13	0,241
0	2	752	17	11	0,743
0	1	959	10	15	0,496
0	1	469	11	14	1
0	1	1120	20	13	0,828
0	2	130	7	21	1
0	1	892	16	13	0,987
0	2	126	5	26	1
0	2	319	13	8	0,743
0	1	1185	21	13	0,25
0	1	1173	20	21	0,5
0	1	1282	26	8	0,398
0	1	1116	21	18	0,833
0	1	1118	21	13	0,931
1	2	580	12	21	1
0	2	589	17	10	1
0	2	150	13	20	1
0	3	44	7	19	1
0	3	5	2	31	1
0	1	392	12	14	1
0	1	1427	22	17	1
0	2	430	13	18	1
0	2	577	16	6	0,313
0	2	140	12	16	0,982
0	2	98	17	11	1
0	1	79	6	25	1
0	3	5	3	34	0,999
0	1	1369	24	11	0,807
0	1	1481	29	13	0,608
0	1	959	19	11	0,735
0	3	47	20	8	0,811
0	2	1211	21	14	0,92
0	1	1282	25	11	0,903
0	1	478	7	12	0,803
0	1	932	16	6	1
0	2	307	11	21	0,999
0	1	680	2	12	1
0	1	437	16	16	1
0	2	120	4	31	1
0	2	35	7	22	1
0	3	41	4	19	1
0	1	405	9	13	1
0	1	871	17	11	0,78
0	2	593	17	8	0,662
0	1	548	19	10	1
0	2	185	8	18	1
0	2	652	17	12	0,743
0	2	249	8	9	1
0	2	400	15	14	1
0	1	1159	19	21	0,833
0	2	277	7	26	1
0	2	140	9	19	1
0	1	466	22	8	1
0	2	529	11	18	1
0	1	575	15	21	0,875
0	2	209	5	30	1
0	1	858	27	14	1
0	1	700	22	10	1
0	2	414	10	21	1
0	2	181	5	30	1
0	1	924	37	9	0,456
0	1	894	16	6	0,467
0	2	283	10	10	1
0	1	929	36	9	0,673
0	2	199	4	34	1
0	1	1256	24	8	0,799
0	1	562	24	9	1
0	2	146	7	24	1
0	1	608	14	18	0,73
0	1	1159	37	9	0,025
0	2	411	14	13	1
0	1	964	23	20	0,75
0	1	1118	25	16	1
0	1	859	18	8	0,751
0	1	392	22	7	0,989
0	2	248	11	10	1
0	1	977	26	16	0,625
0	1	1136	20	12	1
0	3	10	1	31	1
0	1	926	21	9	0,512
0	1	862	19	18	0,804
0	2	288	10	10	1
0	1	958	18	21	0,946
0	2	307	15	18	1
0	1	1100	22	11	0,994
0	2	584	16	19	1
0	2	127	5	30	1
0	2	268	16	15	1
0	1	924	27	8	0,507
0	2	272	8	18	1
0	1	644	17	16	0,929
0	1	929	27	20	0,5
0	1	554	14	11	1
0	1	548	13	8	0,759
0	2	379	25	9	0,23
0	1	1118	19	14	0,485
0	1	1065	18	14	1
0	2	363	15	3	0,411
1	2	86	11	25	1
0	2	548	16	9	1
0	1	224	11	16	1
0	2	160	17	16	1
0	1	1262	25	12	1
0	2	642	12	14	0,539
0	1	659	22	12	0,743
0	2	175	12	15	1
0	1	342	8	18	1
0	1	562	27	8	0,887
0	2	336	9	29	1
0	2	806	19	21	0,75
0	1	675	14	10	1
0	1	1362	23	10	1
0	1	817	16	12	1
0	2	575	11	12	0,946
0	1	1488	37	12	0,55
0	2	642	24	8	0,75
0	1	1285	27	8	1
0	1	975	25	21	0,625
0	2	195	3	9	1
0	2	85	12	18	1
0	2	327	9	22	1
0	2	294	8	16	1
0	1	1173	20	14	0,75
0	1	822	17	9	0,952
0	1	614	21	10	1
0	1	1304	25	20	0,833
0	2	277	8	20	1
1	1	1787	25	16	0,625
0	3	28	12	15	1
0	1	859	19	19	1
0	1	533	19	11	1
0	2	67	3	11	1
0	1	779	17	13	0,868
0	2	325	13	12	1
0	2	269	15	8	0,42
0	1	952	15	11	1
0	2	377	13	8	0,999
0	2	283	4	14	1
0	2	495	14	12	1
0	2	245	10	12	1
0	1	727	14	12	0,965
0	2	270	9	25	1
0	1	875	27	20	0,871
0	2	390	13	22	1
0	2	118	0	19	1
0	2	253	20	9	0,482
0	1	802	25	8	0,892
0	2	223	7	8	1
0	2	254	25	7	0,446
0	1	875	20	20	1
0	3	7	5	25	1
0	1	617	18	17	1
0	1	373	11	16	0,862
0	2	762	15	27	0,625
0	1	364	22	8	0,595
0	2	147	9	15	1
0	2	191	7	19	1
0	2	1152	21	8	0,667
0	1	758	15	13	0,496
0	2	85	5	10	0,802
0	1	597	13	18	1
0	1	393	18	13	1
0	1	903	23	15	0,875
0	2	252	15	15	0,604
0	1	1449	22	11	0,833
0	2	668	14	17	0,74
0	1	902	23	9	0,999
0	1	1147	19	11	0,765
0	2	145	7	16	0,832
0	1	474	14	18	0,837
0	2	70	7	20	0,719
0	2	70	12	18	1
0	2	358	13	17	1
1	2	53	4	19	0,75
0	3	28	2	36	1
0	1	1068	21	14	1
0	2	1279	7	9	1
0	2	806	17	13	1
1	2	347	9	24	1
0	2	236	10	11	1
0	1	300	9	14	1
0	2	901	15	19	0,625
0	2	214	15	6	1
1	2	81	10	16	0,999
0	1	272	14	20	1
0	2	640	15	19	0,75
0	2	618	16	8	0,906
0	1	527	12	11	1
0	1	1469	38	8	0,725
0	2	240	3	21	1
0	2	294	9	14	1
0	2	430	5	12	1
0	1	1261	27	12	0,846
0	2	208	17	21	1
0	2	291	9	14	1
0	3	5	2	19	1
0	1	856	19	13	1
0	1	1086	22	21	1
0	2	265	7	18	1
0	2	70	3	8	0,934
0	2	929	21	15	1
0	2	294	12	19	1
0	1	984	18	17	0,829
0	2	1013	20	20	0,5
0	1	1268	24	11	0,909
0	3	5	3	36	1
0	2	550	16	12	1
0	2	288	21	5	1
0	1	287	9	20	1
0	2	124	3	17	1
0	1	955	23	19	1
0	2	99	12	24	0,464
0	3	45	4	29	1
0	1	985	23	19	0,978
0	2	138	4	30	1
0	2	363	9	13	1
0	2	220	6	30	1
1	3	0	3	31	1
0	1	442	11	15	1
0	1	1170	22	14	0,997
0	2	349	5	15	1
0	2	15	2	30	0,999
0	2	354	10	27	1
0	1	1326	21	18	1
0	1	1122	21	18	0,5
0	2	751	13	14	1
0	2	85	10	15	1
0	3	24	5	23	1
0	2	757	15	11	1
0	2	380	8	12	1
0	2	101	8	15	1
0	1	372	23	9	0,906
0	2	323	14	8	0,781
0	2	797	19	12	1
0	1	860	17	17	0,75
0	2	272	8	25	1
0	1	597	20	10	0,999
0	2	230	11	18	1
1	2	145	15	12	0,8
0	1	697	16	11	0,906
0	1	803	18	14	1
0	1	601	16	20	0,907
0	1	892	21	8	0,915
0	2	814	17	22	0,875
0	1	1247	23	9	0,982
