MUSTERI_ARIZA	ALTYAPI	SANTRAL_MESAFESI	ATTENUATION_DOWN	NOISE_MARGIN_UP	HIZMET_KALITESI
0	2	189	8	27	1
0	2	184	10	18	1
0	2	325	11	22	1
0	3	6	4	31	1
0	1	154	12	20	1
0	1	384	32	15	1
0	2	20	3	34	1
0	2	641	17	7	1
0	2	170	4	21	0,667
0	1	985	15	8	0,384
0	1	466	13	12	0,914
0	1	1070	21	19	0,906
0	1	1260	26	12	0,843
0	1	708	23	21	0,999
0	2	536	14	24	1
0	2	456	14	8	1
0	1	212	8	27	1
0	2	211	7	21	1
0	1	740	16	21	0,75
0	2	701	16	9	1
0	1	1174	22	19	0,5
0	1	568	14	13	1
0	2	501	23	6	0,75
0	2	341	7	17	1
0	1	675	15	13	0,968
0	2	132	19	5	0,621
0	2	489	15	19	1
0	1	617	23	8	1
0	1	1100	24	13	0,469
1	2	164	3	15	1
0	3	5	0	21	1
0	2	160	2	17	0,75
0	1	272	15	13	0,999
1	3	39	2	28	1
0	2	386	17	3	1
0	1	520	17	21	0,934
0	2	459	22	8	1
0	3	3	1	31	1
0	1	1003	19	12	1
0	1	402	9	19	0,75
0	3	5	3	29	1
0	3	2	4	24	1
0	1	1111	21	12	1
0	1	948	18	8	1
0	1	675	13	16	0,983
0	1	1200	20	11	0,999
0	2	815	15	20	0,75
0	2	145	3	13	0,75
0	1	948	20	9	0,977
0	1	368	15	23	1
0	2	327	13	11	1
0	2	225	9	17	0,094
0	2	140	10	20	1
0	1	1052	32	16	1
0	2	72	4	28	1
0	1	366	18	9	0,955
0	1	903	14	17	0,75
0	1	364	10	17	0,907
0	1	417	17	20	1
1	3	733	20	29	1
0	2	400	7	18	0,75
0	1	954	20	10	0,899
0	1	1022	23	19	1
0	1	977	17	13	1
0	1	492	19	14	0,411
0	1	976	19	20	0,625
0	1	1354	26	11	1
0	2	45	6	12	0,821
0	2	738	14	18	0,928
0	1	858	15	19	0,75
0	2	606	17	12	1
0	2	101	6	10	1
0	1	362	20	15	1
0	2	468	5	9	0,799
0	1	878	17	17	0,496
0	2	282	10	14	1
0	2	248	14	12	1
0	1	165	6	14	1
0	1	395	17	11	1
0	3	7	4	16	1
0	2	135	10	12	1
0	1	869	16	14	0,963
0	2	470	20	8	0,75
0	2	593	16	8	0,682
1	1	947	25	21	0,75
0	1	412	17	15	1
0	1	148	13	26	1
0	1	964	21	17	1
0	2	147	6	20	1
0	1	806	15	8	0,73
0	2	75	4	17	1
0	1	373	29	8	0,39
0	1	1448	22	10	1
0	1	307	7	12	1
0	2	74	3	22	1
0	2	177	9	14	0,999
0	2	563	31	5	0,485
0	1	1132	20	20	0,833
0	2	1163	9	3	1
0	2	1122	21	13	1
0	2	95	7	21	1
0	1	1181	30	15	0,824
0	1	1185	24	18	0,667
0	1	221	8	11	1
0	2	576	4	19	1
0	1	1172	20	14	0,898
0	1	897	16	18	0,75
0	1	976	20	11	0,727
0	1	462	16	8	0,97
0	2	276	10	9	1
0	2	859	14	14	0,674
0	1	899	8	17	1
0	1	746	24	8	0,745
0	1	515	9	15	1
0	2	224	5	23	1
0	1	639	17	9	0,817
0	2	920	16	15	1
0	3	7	0	31	1
1	3	147	3	21	0,999
0	1	484	25	8	0,265
0	3	5	0	33	1
0	1	1336	24	12	1
0	1	1124	22	12	1
0	2	447	13	9	1
0	2	564	13	14	1
0	1	779	17	16	1
0	2	389	8	19	1
0	1	374	9	11	1
0	1	511	12	14	1
0	1	462	18	15	1
0	2	702	19	16	0,999
0	2	906	19	15	1
0	2	132	5	29	1
0	3	5	11	29	1
0	2	283	8	21	1
0	2	1152	20	15	1
0	2	170	13	15	1
0	3	2	9	29	1
0	2	900	24	20	0,375
0	1	947	24	17	0,767
0	2	267	8	22	1
0	1	573	14	12	1
0	1	973	16	19	0,75
0	1	428	4	14	1
0	1	1461	27	20	0,667
0	1	562	24	14	0,46
0	3	6	3	30	1
0	3	7	2	24	1
0	1	151	6	26	1
0	2	39	3	13	1
0	2	6	2	30	1
0	2	390	12	21	0,999
0	2	655	17	17	1
0	3	5	2	20	1
0	1	859	18	18	0,75
0	1	1173	23	19	0,75
0	1	827	16	18	1
0	1	644	17	20	0,902
0	1	777	18	20	0,856
0	1	428	10	21	1
0	2	147	6	25	0,899
0	2	277	14	14	1
0	2	637	18	5	1
0	2	358	3	15	1
0	1	147	5	14	1
0	2	84	7	7	0,878
0	2	153	0	13	1
0	1	151	11	24	1
0	2	176	16	8	0,547
0	1	569	13	14	1
0	1	779	15	18	0,65
0	1	944	17	18	0,496
0	1	1051	22	31	0,75
0	2	363	10	17	1
0	2	87	13	12	0,908
0	1	620	15	17	1
0	1	432	18	11	0,903
0	1	1336	28	19	0,801
0	2	197	4	12	1
0	1	492	18	18	1
0	1	877	15	18	0,625
0	1	514	18	12	1
1	2	213	3	11	1
0	1	302	14	15	1
0	1	593	28	8	0,81
0	1	991	25	9	0,862
0	2	116	3	28	1
0	1	1170	27	19	1
0	1	514	27	15	1
0	1	1247	21	21	0,829
0	2	344	11	12	1
0	1	1469	27	11	1
0	1	594	21	8	1
0	1	1488	24	9	0,623
0	1	1110	32	21	0,75
0	2	643	15	8	1
0	2	5	1	18	1
0	1	573	21	10	1
0	1	1274	22	17	0,697
0	1	576	11	20	0,85
0	2	348	14	11	1
0	1	364	14	12	1
0	1	792	21	9	0,18
0	1	126	1	14	1
0	2	480	14	13	0,999
0	1	1134	23	14	0,862
0	2	52	1	23	1
0	2	863	27	11	0,454
0	1	696	25	8	1
0	1	777	16	17	0,841
0	2	286	25	8	0,261
0	3	5	2	31	1
0	1	1059	22	12	0,764
0	1	425	11	17	1
0	1	551	16	14	1
0	1	869	14	19	0,776
0	2	230	9	14	1
0	2	694	17	21	0,25
0	2	847	19	23	0,773
0	2	429	13	15	1
0	2	111	4	30	1
0	2	323	4	30	1
0	1	918	21	18	0,843
0	2	207	2	18	1
0	2	400	10	9	0,785
0	1	543	17	8	0,974
0	2	62	4	33	1
0	1	944	24	16	0,75
0	1	621	13	21	1
0	2	325	12	19	1
0	1	1042	22	11	1
0	3	10	1	34	1
0	1	899	21	20	0,75
0	1	208	14	15	0,657
0	2	358	11	18	1
0	1	1122	20	12	1
0	2	236	17	15	0,999
0	1	875	32	8	0,27
0	1	1096	21	20	0,913
0	2	480	12	18	1
0	1	1220	21	16	1
0	1	703	21	10	1
1	1	326	29	9	0,333
0	1	666	20	8	1
0	1	990	21	16	0,998
0	2	529	16	10	0,743
0	1	373	16	12	0,746
0	2	289	9	14	0,864
0	1	505	9	14	0,872
0	1	522	10	13	0,869
0	1	120	6	24	1
0	2	142	14	12	1
0	1	1101	20	11	0,729
0	1	1336	25	19	0,625
0	1	304	5	20	0,565
0	2	373	11	16	1
0	2	253	10	21	1
0	1	778	16	8	0,824
0	1	1184	22	20	0,875
0	2	289	4	9	1
0	2	781	11	16	0,68
0	1	1442	27	18	0,667
1	2	226	12	30	1
0	2	548	15	22	1
0	3	5	7	19	1
0	2	568	16	8	0,871
0	1	856	16	8	0,998
0	2	667	10	16	1
0	1	946	16	17	0,75
1	1	4933	23	9	0,319
1	1	424	12	28	0,999
0	2	616	19	8	0,779
0	1	997	20	19	0,875
0	2	116	7	25	1
0	1	318	7	14	1
1	1	3147	14	9	0,667
0	2	281	9	16	1
1	1	53	7	12	1
0	1	1376	25	10	1
0	1	1140	20	20	0,625
0	1	1247	25	12	0,793
0	3	2	6	21	0,977
0	2	70	9	18	1
0	1	697	15	14	0,991
0	2	100	4	27	1
0	2	190	12	19	1
0	1	416	8	18	0,661
0	1	929	22	11	0,875
0	2	205	7	22	1
0	2	123	1	14	1
0	1	1481	28	17	0,625
0	1	1203	27	17	0,833
0	2	683	23	18	1
0	2	110	8	14	1
0	2	334	1	14	1
0	1	573	21	10	0,865
0	1	930	18	14	0,889
0	3	7	4	32	1
0	2	25	28	8	0,5
0	1	674	20	8	1
0	1	1147	19	18	0,75
0	1	501	11	18	0,761
0	2	781	20	8	0,999
0	1	1124	20	10	0,871
0	1	261	14	22	1
0	1	1118	19	13	1
0	1	447	5	21	0,875
0	3	3	4	30	1
0	2	633	13	23	0,884
0	2	494	14	11	0,41
0	1	861	20	13	0,914
0	1	1200	22	12	0,753
0	1	1247	23	20	1
0	1	1031	20	16	0,75
0	1	511	15	15	0,803
0	2	176	7	18	1
0	1	1447	23	6	0,807
0	2	620	27	10	0,374
0	1	231	14	20	1
0	2	379	13	14	1
0	1	872	20	12	1
0	1	1073	19	10	1
0	3	4	1	31	1
0	2	85	10	24	1
0	1	991	21	8	0,743
0	2	577	15	17	1
0	1	1192	26	8	0,66
0	1	568	17	12	0,999
0	2	327	11	15	1
0	1	1369	21	18	0,75
0	1	1205	22	19	0,75
0	1	1184	24	14	0,878
0	1	272	9	10	1
0	2	295	8	24	1
0	3	10	36	17	0,911
0	3	7	8	25	1
0	3	3	3	29	1
0	2	180	9	20	1
0	1	991	22	9	0,691
0	2	623	15	13	0,932
1	1	827	16	19	0,75
0	2	10	15	15	1
0	2	1136	28	22	1
0	2	614	17	12	1
1	1	1267	18	8	0,698
0	2	987	15	9	1
0	2	283	9	16	1
0	2	372	9	15	0,75
0	2	141	8	16	1
0	2	290	11	16	1
0	1	1270	23	15	0,625
0	3	3	1	12	1
0	3	10	1	31	1
0	1	378	16	8	1
0	2	279	11	20	1
0	2	83	5	30	1
0	1	1133	32	19	0,75
0	1	556	15	20	0,875
0	1	401	11	21	1
0	2	1284	7	11	1
0	2	1399	4	4	1
0	2	310	13	23	1
0	1	1445	27	19	0,931
0	1	1094	22	17	0,75
0	1	569	20	8	0,999
0	1	969	20	11	0,594
1	3	20	6	28	1
1	2	81	8	33	1
0	1	1286	25	19	0,741
0	1	401	11	13	1
0	1	401	9	9	0,824
0	1	992	20	19	0,75
0	1	976	17	20	0,5
0	2	10	12	23	1
0	2	258	26	8	0,881
0	1	952	20	15	0,5
0	2	385	8	12	1
0	1	1301	32	8	0,106
0	1	587	11	20	1
0	1	883	23	14	0,902
0	2	160	7	22	0,999
0	1	1020	17	13	1
0	2	358	7	26	1
0	2	1122	19	12	0,847
0	3	4	7	29	1
0	1	877	21	20	0,75
0	2	175	14	11	0,768
0	2	58	2	20	1
0	1	1184	24	8	0,538
0	1	1132	19	20	1
0	2	430	39	8	0,448
0	1	405	10	19	0,625
0	1	308	15	14	0,999
0	2	1399	25	17	0,667
0	1	471	12	19	0,75
0	1	461	18	13	1
0	2	158	16	20	1
0	1	1219	25	14	0,829
0	1	425	11	8	0,996
0	1	1469	34	9	0,434
0	1	1138	20	12	0,862
0	2	232	14	16	1
0	3	10	2	28	1
0	1	1034	21	16	0,983
0	1	991	20	17	0,625
0	2	375	12	21	1
0	1	1353	29	8	0,91
0	1	1274	24	14	0,667
0	2	523	9	21	0,865
0	2	39	22	8	0,917
0	2	104	2	20	1
0	1	1219	39	9	0,847
0	3	5	4	31	1
0	2	351	21	13	1
0	1	926	21	9	0,804
0	1	1075	19	12	1
0	1	906	22	19	0,931
0	2	858	15	21	0,875
0	1	1173	18	14	1
0	2	323	12	15	0,733
0	1	1240	22	19	0,928
0	1	786	19	12	0,985
0	1	1188	23	12	1
0	2	253	10	22	1
0	1	700	17	19	0,75
0	2	191	11	13	1
0	2	633	19	8	0,658
0	1	1062	20	8	1
0	1	647	17	14	1
1	2	347	4	10	1
0	2	521	18	7	1
0	2	431	9	13	1
0	1	649	17	13	1
0	2	567	12	13	1
0	1	777	18	10	0,916
0	1	478	13	13	1
0	1	845	17	20	0,625
0	1	909	19	12	1
0	1	1100	21	12	0,944
0	1	1093	23	19	1
0	1	976	18	18	0,75
0	2	385	15	16	0,453
0	1	1362	34	8	0,361
0	1	503	16	17	1
0	1	1108	19	13	1
0	2	461	16	7	1
0	2	191	7	19	1
0	2	414	12	19	1
0	1	1203	21	13	0,889
0	1	941	22	16	0,5
0	2	618	13	23	0,928
0	2	184	11	16	1
0	2	283	16	13	0,789
0	1	964	22	15	0,75
0	2	27	3	30	1
0	1	710	14	20	0,875
0	1	929	23	16	0,775
0	2	253	8	25	1
0	1	797	17	11	1
0	1	952	20	13	1
0	2	435	15	24	1
0	1	963	11	12	0,721
0	2	462	23	21	1
0	1	815	17	19	0,875
0	2	156	14	13	1
0	1	859	19	12	0,931
0	2	103	1	18	1
0	1	1041	20	16	0,888
0	3	5	4	31	1
0	1	1081	21	11	1
0	2	532	7	20	1
0	1	827	18	20	1
0	1	478	5	14	1
0	3	5	2	31	1
0	1	204	6	16	1
0	2	344	7	18	1
0	1	501	20	12	0,743
0	2	1250	39	8	0,491
0	1	425	17	8	0,623
0	3	6	2	21	1
1	2	103	13	19	1
0	2	28	6	25	1
0	1	671	19	17	0,346
0	2	190	16	9	1
0	2	998	19	18	0,5
0	2	116	28	13	1
0	2	457	15	14	1
0	1	1132	20	13	0,813
0	2	468	25	9	1
0	1	924	28	10	1
0	1	567	15	10	1
0	1	1138	20	19	1
0	1	967	22	18	0,75
0	1	915	22	8	0,731
0	1	501	17	17	1
0	2	523	15	8	0,404
0	2	145	12	20	0,604
0	2	313	20	8	1
0	1	428	8	14	1
0	2	395	9	30	1
0	2	323	15	18	1
0	1	595	16	11	1
0	1	601	15	13	0,805
0	2	1122	16	18	0,624
0	1	1240	21	19	0,75
1	3	419	4	27	1
0	2	249	12	16	0,954
0	2	470	13	11	1
0	2	39	21	21	0,908
0	2	489	16	12	1
0	1	1031	19	13	1
0	1	1111	21	10	0,867
0	1	818	15	12	1
0	1	820	17	19	0,849
0	1	818	24	8	0,881
0	1	1336	28	10	1
0	1	871	20	13	1
0	1	362	16	16	1
0	2	434	14	20	1
0	1	587	10	11	1
0	1	1067	19	11	1
1	3	0	1	31	1
1	1	1373	20	11	0,743
0	1	639	15	14	0,893
0	1	223	14	19	1
0	2	664	17	10	1
0	1	525	17	12	1
0	3	5	5	28	1
0	1	1427	25	18	1
0	2	891	16	20	0,75
0	1	961	18	10	1
0	2	292	9	22	0,999
0	2	118	10	16	0,67
0	1	648	22	9	0,75
0	1	511	15	12	1
0	2	160	19	11	1
0	1	989	17	19	0,877
0	2	245	10	14	0,935
1	3	944	38	8	0,75
0	3	5	4	19	1
0	1	743	19	8	1
0	2	252	5	19	1
0	3	7	7	31	1
0	2	411	6	8	1
0	2	164	10	10	0,778
0	3	5	9	34	1
1	1	1360	27	16	0,5
0	1	697	15	12	0,847
0	1	906	17	22	1
0	1	696	22	11	1
0	2	239	1	9	1
0	2	278	9	21	0,875
0	2	58	5	30	1
0	2	168	11	21	1
0	2	529	18	8	1
0	1	593	22	8	0,75
0	1	778	16	21	0,75
0	2	875	16	20	1
0	2	178	7	23	1
0	2	217	9	19	1
0	1	306	6	10	0,78
0	1	472	38	8	0,556
0	3	49	2	31	1
0	2	327	12	10	0,979
0	1	839	26	4	0,862
0	1	304	13	10	0,655
0	1	1447	25	10	0,817
0	1	864	19	13	0,568
0	1	909	17	18	0,752
0	2	835	20	22	1
0	2	709	16	5	0,743
0	2	147	7	19	0,644
0	2	185	8	10	0,716
0	2	323	12	8	1
0	2	332	9	23	1
0	2	277	23	9	0,654
0	1	717	16	8	0,691
0	1	1484	27	13	1
0	2	380	12	8	1
1	2	0	4	24	0,756
0	1	446	8	18	0,875
0	2	90	10	18	1
0	1	411	19	8	0,899
0	1	501	15	19	0,875
0	2	55	3	6	1
0	2	252	6	19	1
0	1	1075	22	9	1
0	1	680	13	14	0,753
0	2	84	5	22	1
0	2	282	15	7	1
0	2	535	16	9	0,577
0	2	58	3	16	1
0	2	287	12	14	1
0	2	198	13	7	0,572
1	2	564	12	15	0,54
0	2	449	14	11	0,851
0	1	1117	21	18	0,833
0	2	145	4	21	1
0	2	55	5	8	1
0	2	906	21	17	0,99
0	1	306	5	11	1
0	2	875	18	15	1
0	1	1015	18	10	1
0	2	156	2	14	1
0	2	365	9	18	0,717
0	2	267	14	12	0,717
0	2	639	16	8	0,999
0	2	137	5	31	1
0	3	5	13	27	1
0	1	858	20	21	0,75
0	2	400	14	12	1
0	1	241	7	17	1
0	2	357	4	9	1
0	3	5	3	30	1
0	2	812	21	20	0,75
0	1	991	23	12	0,793
0	2	389	35	19	0,423
0	2	377	13	8	1
0	1	1120	20	17	1
0	2	863	17	15	1
0	1	949	20	10	0,769
0	1	1173	19	14	0,871
0	1	682	21	8	0,693
0	1	1020	20	8	0,333
0	1	1129	40	19	0,478
0	1	1107	23	12	0,931
0	1	252	5	25	1
0	1	274	2	17	0,496
0	2	430	8	18	1
0	2	854	15	18	0,875
0	2	115	14	8	1
0	1	935	17	13	0,983
0	1	1097	21	21	1
0	1	1129	21	20	1
0	2	735	18	10	1
0	2	170	8	22	1
0	1	679	22	12	1
0	1	285	4	21	1
0	2	225	15	14	1
0	2	72	5	22	1
0	1	973	18	18	0,75
0	1	1045	23	18	0,935
0	2	335	7	21	0,75
0	2	30	7	13	1
0	1	659	14	20	1
0	2	942	20	10	1
0	1	1200	19	12	0,852
0	2	50	12	23	1
0	2	283	14	16	1
0	1	295	7	14	1
0	2	290	13	30	1
0	2	117	6	17	0,999
0	2	236	4	16	1
0	1	220	10	21	1
0	2	224	7	20	1
0	2	663	16	7	1
0	3	4	2	13	0,623
0	2	252	10	26	0,999
0	2	123	5	30	1
0	2	315	12	18	1
0	2	1284	33	8	0,366
0	3	6	4	28	1
0	2	445	15	15	1
0	2	642	18	13	0,732
1	1	1800	27	26	0,704
0	2	197	9	17	1
0	1	466	16	7	1
0	2	475	19	15	1
0	2	125	7	9	1
0	1	759	27	4	0,38
0	2	399	3	22	0,5
0	1	918	19	6	1
0	2	103	6	29	1
0	1	667	20	7	1
0	2	185	8	11	0,81
0	2	222	4	15	1
0	2	592	11	14	0,875
0	2	900	20	21	0,875
0	1	525	30	9	0,303
0	1	1043	21	12	0,793
0	2	312	6	18	1
0	2	811	18	16	1
0	2	859	19	16	0,94
0	2	987	17	9	0,862
0	1	421	33	8	0,624
0	1	1039	18	8	1
0	2	1155	5	21	1
0	1	929	19	18	0,995
0	2	840	4	15	0,75
0	2	403	6	17	1
0	3	5	0	17	0,747
0	1	944	19	12	1
0	1	405	7	15	1
0	2	274	26	22	0,75
0	2	833	16	15	1
0	1	445	15	13	1
0	2	465	4	14	1
0	2	305	9	18	1
0	2	149	6	16	0,78
0	2	285	9	23	1
0	2	506	15	12	0,608
0	2	522	9	13	0,75
0	1	308	9	19	1
0	3	6	6	37	1
0	2	444	4	9	1
0	1	875	19	10	1
0	1	549	13	20	1
0	2	29	3	12	0,266
0	2	160	6	30	1
0	1	983	15	20	1
0	2	25	5	31	1
0	1	844	20	17	0,95
0	2	217	11	8	0,072
0	1	403	3	13	0,983
0	2	143	5	28	1
0	1	892	20	8	1
0	1	1134	22	9	0,623
0	1	1051	22	15	0,982
0	1	352	17	18	1
0	1	1086	26	19	0,875
0	1	79	7	10	1
0	1	873	22	17	0,967
0	2	472	17	18	1
0	1	856	16	12	1
1	2	933	21	21	1
0	2	168	6	28	0,999
0	1	1061	24	19	0,75
0	3	43	3	25	1
0	2	63	3	28	1
0	2	436	18	9	1
0	1	772	17	10	1
0	2	333	1	20	1
0	2	283	7	18	1
0	2	386	9	29	1
1	1	3307	29	9	0,165
0	1	364	18	14	0,999
0	2	57	36	8	0,977
0	2	327	11	16	0,999
0	1	690	21	18	0,875
0	1	629	20	14	1
0	3	3	1	29	1
0	1	1076	22	20	1
0	2	193	12	21	0,301
0	1	403	11	15	1
0	3	5	6	28	1
0	2	506	13	16	0,667
0	2	815	16	20	0,922
0	2	646	7	10	0,999
0	1	983	17	12	0,874
0	1	597	9	12	0,808
0	1	620	15	10	1
0	1	469	13	10	0,981
0	2	862	17	9	1
0	1	674	18	19	0,875
0	2	1284	3	10	1
0	1	174	4	14	1
0	3	4	32	14	0,56
0	2	429	13	20	1
0	1	920	16	20	0,888
0	1	923	17	12	0,558
0	1	963	18	10	1
0	2	616	19	9	1
0	1	739	19	13	1
0	1	474	19	11	1
0	2	294	10	22	1
0	2	459	13	19	0,75
0	1	198	1	14	1
0	2	400	20	8	0,665
0	1	709	18	13	0,99
0	2	84	4	21	1
0	2	1122	20	18	1
0	3	5	1	30	1
1	1	311	7	29	1
0	2	175	11	21	1
0	2	887	18	15	1
0	1	472	19	8	0,743
0	1	1427	25	17	0,75
0	2	70	6	31	1
0	2	232	10	21	1
0	1	935	17	12	0,81
0	2	233	8	31	1
0	1	405	15	15	0,717
0	1	842	24	9	0,514
0	2	58	10	23	1
0	2	127	8	17	0,722
0	1	575	17	16	0,75
0	2	274	1	9	1
0	2	147	2	35	1
0	3	34	4	17	1
0	1	877	16	19	0,943
0	2	195	20	6	1
0	3	5	5	31	1
0	1	920	19	16	0,75
0	2	1329	18	16	0,75
0	2	1122	20	19	0,75
0	2	58	2	21	1
0	2	350	11	30	1
0	1	447	17	8	0,84
0	2	618	18	8	0,743
0	1	501	21	8	0,714
0	2	660	19	12	0,333
0	1	862	18	14	1
0	2	511	14	11	1
0	2	709	18	4	0,75
0	1	682	18	9	1
0	1	983	14	15	1
0	2	476	13	14	0,743
0	1	604	15	13	1
0	2	230	15	9	0,648
0	3	2	8	15	0,853
0	1	983	22	14	0,983
0	2	510	13	20	1
0	1	964	22	10	1
0	2	229	7	28	0,78
0	1	929	23	7	0,76
0	1	945	20	14	1
0	1	934	25	20	0,731
0	2	936	20	22	0,875
0	1	1132	23	9	0,332
0	1	1393	24	18	0,625
0	2	94	8	29	1
0	1	437	10	13	1
0	1	944	16	8	1
0	2	377	13	15	1
0	2	257	15	10	0,75
0	1	906	19	19	1
0	3	3	3	30	1
0	2	363	6	18	1
0	2	208	8	18	1
0	2	1162	13	10	1
0	2	292	8	20	1
0	1	1353	30	16	1
0	2	530	11	12	0,893
0	1	915	14	17	0,546
0	2	130	14	11	1
0	1	1065	21	16	1
0	2	338	5	19	0,875
0	2	589	17	8	0,999
0	1	472	15	12	1
0	2	267	11	14	1
0	2	177	15	10	1
0	2	414	9	8	0,996
0	1	567	22	8	1
0	2	103	6	29	1
0	2	182	8	15	1
0	1	726	19	11	0,662
0	2	150	7	12	1
0	1	463	11	12	1
0	1	281	8	18	1
0	1	648	18	12	0,944
0	1	858	17	14	0,986
0	2	130	4	14	1
0	2	191	8	28	1
0	2	382	14	16	1
0	1	1090	21	15	0,922
0	1	717	31	12	0,833
0	2	250	10	15	1
0	1	484	15	9	0,338
0	2	400	12	23	1
0	1	881	17	14	1
0	1	861	16	17	1
0	2	1144	1	13	1
0	2	132	7	19	1
0	1	311	7	10	1
0	2	546	13	16	1
0	2	381	9	28	1
0	1	648	30	10	0,971
0	2	193	8	13	0,735
0	1	1021	28	10	0,81
0	2	58	2	25	1
0	1	1022	25	18	0,625
0	1	994	18	18	0,625
0	1	723	11	20	0,75
0	2	227	6	17	1
0	2	173	12	18	1
0	3	5	2	31	1
1	1	1453	25	14	1
0	1	272	13	18	1
0	2	651	18	8	0,999
0	1	771	17	16	0,75
1	3	0	0	32	1
0	1	261	11	12	0,885
0	2	168	8	24	1
0	2	123	6	27	1
0	2	427	4	20	0,791
0	3	7	3	22	1
0	1	462	15	19	1
0	1	520	14	8	1
0	3	5	1	33	1
0	2	85	10	21	1
0	1	877	17	21	1
0	1	674	35	9	0,401
0	2	400	16	20	1
0	3	7	4	29	1
0	2	734	21	8	1
0	1	1108	22	12	1
0	2	523	21	10	0,231
0	2	193	7	27	1
0	3	3	2	25	0,95
0	2	267	16	8	1
0	1	1448	26	18	0,782
0	1	1336	28	11	0,833
0	2	402	14	8	1
0	1	1100	24	19	1
0	1	366	7	11	0,938
0	1	779	16	16	0,625
0	1	963	21	13	0,333
0	1	859	19	14	1
0	2	137	10	18	1
0	1	365	15	17	1
0	2	146	6	30	1
1	2	627	4	15	1
0	2	127	7	24	1
0	2	1140	23	13	1
0	2	185	8	14	1
0	2	458	16	12	1
0	1	266	6	15	1
0	2	550	14	15	0,999
0	1	78	5	14	1
0	1	1336	27	13	0,834
0	3	39	6	11	1
0	1	364	10	17	0,757
0	3	10	1	28	1
0	2	152	5	30	1
0	1	949	21	13	0,884
0	3	4	2	23	1
0	1	1449	26	16	0,602
0	1	569	26	12	0,925
0	2	103	12	16	1
0	2	277	10	24	1
0	3	4	3	31	1
0	3	4	0	28	1
0	2	114	16	16	1
0	2	225	18	9	1
0	1	924	23	14	1
0	2	491	11	27	0,75
0	2	114	18	8	1
0	1	1134	22	11	1
0	2	568	17	11	1
0	1	936	19	11	0,594
0	1	1031	19	9	0,911
0	2	362	2	15	1
0	1	1319	28	17	0,817
0	2	417	8	24	1
0	3	5	10	19	1
1	2	183	7	17	1
0	3	44	6	23	0,999
0	1	1068	30	18	0,875
1	2	53	5	12	1
0	2	323	14	12	1
0	2	70	7	8	0,796
1	1	1080	18	20	0,85
0	2	341	30	18	0,75
0	3	5	8	12	1
0	1	869	12	18	0,73
0	2	245	7	15	1
0	2	363	10	16	1
0	1	926	17	23	1
0	1	1279	28	18	0,833
0	2	1013	17	14	0,716
0	1	1461	27	18	1
0	2	594	17	19	1
0	2	138	6	30	1
0	1	1371	23	22	1
0	2	589	16	8	1
0	2	160	17	13	1
0	1	1393	24	12	1
0	2	408	17	15	0,848
0	2	190	6	8	0,999
0	2	315	9	13	1
0	1	1061	23	14	1
0	2	252	9	22	1
0	2	461	16	8	0,998
0	2	283	7	29	0,875
0	1	1021	28	8	0,991
0	1	778	18	19	0,75
0	1	561	21	8	0,926
0	1	417	11	12	1
0	1	800	24	18	0,875
0	3	7	2	14	1
0	1	798	19	16	0,492
0	2	292	5	12	1
1	2	204	19	14	0,228
0	2	160	11	28	1
0	1	152	10	11	1
0	1	1130	30	10	0,949
1	2	653	12	8	1
0	3	4	2	27	1
0	2	130	9	22	1
0	1	1138	23	11	0,997
0	1	845	17	8	0,821
0	1	786	17	17	1
0	1	675	20	12	0,871
0	1	777	18	6	0,893
0	1	503	11	10	0,847
0	1	877	34	17	1
0	2	103	6	19	1
0	2	577	15	13	0,499
1	2	101	13	11	1
0	1	634	21	8	1
0	2	373	11	17	1
0	1	955	24	18	0,75
0	2	918	20	18	0,723
0	2	190	4	16	1
0	1	1462	27	17	1
0	1	266	9	11	1
0	1	1014	21	17	0,856
0	1	647	14	13	1
0	1	554	13	13	1
0	2	191	18	7	0,369
0	1	1121	20	19	0,833
0	2	10	14	14	1
0	2	11	9	18	1
0	1	355	7	18	0,75
0	1	1488	25	10	0,526
0	3	35	4	12	1
0	1	627	15	21	0,979
0	2	188	4	9	1
0	2	211	13	11	1
0	1	920	19	12	0,806
0	2	198	8	13	1
0	2	707	14	21	0,887
0	1	877	21	20	0,719
0	2	253	6	14	1
0	2	110	11	20	1
0	2	499	11	14	1
0	2	568	16	8	0,743
0	1	569	16	17	0,767
0	1	302	8	8	0,217
0	2	257	14	17	1
0	2	222	12	22	1
0	2	780	4	9	1
0	2	255	1	21	1
0	3	7	4	25	0,736
0	3	3	1	33	1
0	2	248	20	8	0,76
0	2	182	9	25	1
0	1	726	15	22	0,443
0	1	934	20	20	1
0	2	245	11	16	0,894
0	1	920	19	14	1
0	1	1224	21	10	0,862
0	1	1061	22	17	0,875
0	2	264	21	8	0,307
0	1	1126	24	16	1
0	3	11	1	33	1
0	1	920	15	12	1
0	2	305	16	9	0,633
0	3	5	1	31	1
0	3	2	6	20	1
0	1	1172	19	16	1
0	2	263	9	12	1
0	2	798	15	21	0,875
0	3	7	3	21	1
0	1	467	3	9	1
0	3	6	3	31	1
0	1	1459	24	19	0,785
0	2	169	17	8	0,742
0	2	475	20	7	1
0	3	7	2	24	1
0	3	6	1	10	1
0	2	532	14	14	1
0	1	948	19	9	0,85
0	1	1207	27	13	1
0	2	362	5	18	0,203
0	1	279	3	12	1
0	1	587	28	8	1
0	2	621	24	8	1
